player_id,name,last_season,current_club_id,country_of_birth,age,sub_position,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name
472423,Reece James,2022,631,England,23,Right-Back,Defender,right,180.0,GB1,Chelsea FC
473050,Kevin Schade,2022,1148,Germany,21,Right Winger,Attack,right,185.0,GB1,Brentford FC
475412,Jean Marcelin,2022,520,Réunion,23,Centre-Back,Defender,right,197.0,BE1,Cercle Brugge
475959,Josko Gvardiol,2022,23826,Croatia,21,Centre-Back,Defender,left,185.0,L1,RB Leipzig
476140,Nikita Saprunov,2018,2698,Russia,23,Centre-Forward,Attack,right,182.0,RU1,Rubin Kazan
476648,Yahya Boussakou,2019,1268,Netherlands,23,Right Winger,Attack,right,178.0,NL1,ADO Den Haag
477929,Kerem Kalafat,2021,114,Turkey,22,Right-Back,Defender,right,176.0,TR1,Besiktas JK
479709,Paolo Cannistrà,2019,2722,Italy,22,Centre-Back,Defender,right,186.0,IT1,SPAL
480248,Rafa Muñoz,2016,13,Spain,28,Right-Back,Defender,right,183.0,ES1,Atlético de Madrid
480265,Stan Van Dessel,2022,475,Belgium,21,Central Midfield,Midfield,left,162.0,BE1,Sint-Truidense VV
481675,Christos Mandas,2022,653,Greece,21,Goalkeeper,Goalkeeper,right,189.0,GR1,OFI Crete FC
482145,Issah Abass,2022,3325,Ghana,24,Left Winger,Attack,right,173.0,PO1,GD Chaves
484994,Ulrick Eneme-Ella,2022,1420,France,22,Centre-Forward,Attack,right,184.0,FR1,Angers SCO
485583,Ki-Jana Hoever,2021,543,Netherlands,21,Right-Back,Defender,right,183.0,GB1,Wolverhampton Wanderers
486057,Giannis-Fivos Botos,2022,2441,Greece,22,Attacking Midfield,Midfield,right,173.0,GR1,AEK Athens
486144,Jakub Stolarczyk,2021,1003,Poland,22,Goalkeeper,Goalkeeper,right,194.0,GB1,Leicester City
487417,Liam Millar,2019,2553,Canada,23,Left Winger,Attack,right,181.0,SC1,Kilmarnock FC
490292,Momo Yansane,2022,49702,Guinea,25,Centre-Forward,Attack,right,183.0,RU1,FC Pari Nizhniy Novgorod
490760,Tchamba,2022,3268,Cameroon,24,Centre-Back,Defender,left,191.0,PO1,Casa Pia AC
492955,Frantzdy Pierrot,2019,29228,Haiti,28,Centre-Forward,Attack,right,194.0,BE1,Royal Excel Mouscron (-2022)
495200,Luis Ndreu,2017,410,Albania,24,Attacking Midfield,Midfield,right,183.0,IT1,Udinese Calcio
495486,Jordan Sebban,2017,415,France,26,Central Midfield,Midfield,right,175.0,FR1,FC Toulouse
496270,Gianmarco Cangiano,2022,385,Italy,21,Left Winger,Attack,right,176.0,NL1,Fortuna Sittard
496652,Dylan Levitt,2022,1519,Wales,22,Central Midfield,Midfield,right,180.0,SC1,Dundee United FC
497176,Jop van der Avert,2020,403,Netherlands,23,Centre-Back,Defender,left,182.0,NL1,Willem II Tilburg
498686,Iván Angulo,2021,7378,Colombia,24,Left Winger,Attack,right,179.0,PO1,Portimonense SC
498899,Taras Sakiv,2021,49364,Ukraine,25,Left-Back,Defender,left,186.0,UKR1,Ingulets Petrove
500067,Chidera Ejuke,2022,44,Nigeria,25,Left Winger,Attack,right,176.0,L1,Hertha BSC
503851,Roman Tugarinov,2019,714,Russia,23,Centre-Back,Defender,right,189.0,ES1,RCD Espanyol Barcelona
504125,Olivier Verdon,2019,1245,France,27,Centre-Back,Defender,right,190.0,BE1,KAS Eupen
506183,Berkay Sefa Kara,2018,449,Turkey,24,Right Winger,Attack,left,172.0,TR1,Trabzonspor
510782,Rodrigão,2022,964,Brazil,27,Centre-Back,Defender,right,191.0,RU1,Zenit St. Petersburg
511550,Ellis Simms,2022,29,England,22,Centre-Forward,Attack,right,191.0,GB1,Everton FC
515208,Pedrinho,2021,660,Brazil,25,Right Winger,Attack,left,172.0,UKR1,Shakhtar Donetsk
516751,Sergey Pinyaev,2022,932,Russia,18,Left Winger,Attack,both,167.0,RU1,Lokomotiv Moscow
518860,Madih Talal,2019,1416,France,25,Attacking Midfield,Midfield,right,178.0,FR1,Amiens SC
520492,Paulinho,2022,865,Brazil,28,Left-Back,Defender,left,178.0,DK1,FC Midtjylland
520651,Jensen Weir,2020,1237,England,21,Central Midfield,Midfield,right,184.0,GB1,Brighton & Hove Albion
522145,Daniil Kuznetsov,2021,2698,Russia,20,Left Winger,Attack,both,182.0,RU1,Rubin Kazan
522577,Bogdan Orynchak,2020,48726,Ukraine,29,Right Winger,Attack,right,181.0,UKR1,Rukh Lviv
522791,Sambou Sissoko,2022,2715,France,24,Defensive Midfield,Midfield,right,179.0,BE1,RFC Seraing
522833,Andriy Ponedelnik,2022,3592,Ukraine,26,Right Winger,Attack,right,180.0,UKR1,Kryvbas Kryvyi Rig
522851,Ajdin Hasic,2020,114,Bosnia-Herzegovina,21,Right Winger,Attack,left,177.0,TR1,Besiktas JK
524207,Spyros Glynos,2020,4603,Greece,25,Right Winger,Attack,right,168.0,GR1,AE Larisa
524965,Andriy Busko,2022,18105,Ukraine,26,Right-Back,Defender,right,177.0,UKR1,PFK Lviv
525234,Elsinho,2018,979,Portugal,27,Central Midfield,Midfield,right,179.0,PO1,Moreirense FC
525477,Vladimir Medved,2020,3609,Belarus,23,Left Midfield,Midfield,right,180.0,RU1,Rotor Volgograd
530552,Federico Bonini,2019,1025,Italy,21,Left-Back,Defender,left,185.0,IT1,Bologna FC 1909
531677,Di'Shon Bernard,2019,985,England,22,Centre-Back,Defender,right,188.0,GB1,Manchester United
533728,Queven,2017,5219,Brazil,24,Central Midfield,Midfield,left,176.0,GR1,AOK Kerkyra
533902,Aristidis Kokkoris,2018,6418,Greece,24,Left Winger,Attack,left,168.0,GR1,Panetolikos GFS
535490,Kyle Connell,2020,2553,Scotland,21,Centre-Forward,Attack,right,186.0,SC1,Kilmarnock FC
535551,Bartosz Bialek,2022,499,Poland,21,Centre-Forward,Attack,right,191.0,NL1,Vitesse Arnhem
536535,Josh Jack,2021,465,Scotland,22,Centre-Forward,Attack,right,171.0,SC1,St. Mirren FC
537509,Mattia Compagnon,2019,410,Italy,21,Right Winger,Attack,left,171.0,IT1,Udinese Calcio
537841,Yevgeniy Kucherenko,2020,48332,Ukraine,23,Goalkeeper,Goalkeeper,left,192.0,UKR1,Kolos Kovalivka
538964,Thijs Dallinga,2022,415,Netherlands,22,Centre-Forward,Attack,right,190.0,FR1,FC Toulouse
538998,Timothée Pembélé,2022,583,France,20,Right-Back,Defender,right,183.0,FR1,Paris Saint-Germain
540064,Panagiotis Tzimas,2022,2671,Greece,22,Attacking Midfield,Midfield,right,183.0,GR1,PAS Giannina
540665,Amadou Traoré,2021,40,France,21,Right Winger,Attack,right,177.0,FR1,FC Girondins Bordeaux
540941,Mikkel Damsgaard,2022,1148,Denmark,22,Left Winger,Attack,right,180.0,GB1,Brentford FC
542877,Kasper Högh,2021,1053,Denmark,22,Centre-Forward,Attack,right,186.0,DK1,Aalborg BK
548588,Fatih Kizilay,2017,1506,Turkey,24,Right-Back,Defender,right,184.0,TR1,Kardemir Karabükspor
550495,Fernando,2021,660,Brazil,24,Centre-Forward,Attack,right,176.0,UKR1,Shakhtar Donetsk
553513,Nicholas Bonfanti,2020,46,Italy,21,Centre-Forward,Attack,right,178.0,IT1,Inter Milan
555172,Artem Sokolov,2022,49702,Russia,20,Attacking Midfield,Midfield,both,172.0,RU1,FC Pari Nizhniy Novgorod
558713,Can Ahmet Üstün,2017,2944,Turkey,24,Left Winger,Attack,both,178.0,TR1,Ankaraspor
564545,Edmond Tapsoba,2022,15,Burkina Faso,24,Centre-Back,Defender,right,194.0,L1,Bayer 04 Leverkusen
564792,Giovanni Garofani,2020,506,Italy,20,Goalkeeper,Goalkeeper,right,188.0,IT1,Juventus FC
565821,Mika Biereth,2022,235,England,20,Centre-Forward,Attack,right,187.0,NL1,RKC Waalwijk
566666,Dani Rebollo,2021,150,Spain,23,Goalkeeper,Goalkeeper,right,188.0,ES1,Real Betis Balompié
567021,Nikita Chistyakov,2019,11127,Russia,22,Left-Back,Defender,both,178.0,RU1,Ural Yekaterinburg
567465,Sebastiano Desplanches,2021,5,Italy,20,Goalkeeper,Goalkeeper,left,188.0,IT1,AC Milan
567470,Samuel Giovane,2021,800,Italy,20,Central Midfield,Midfield,left,181.0,IT1,Atalanta BC
568158,Javi López,2021,1108,Spain,21,Left-Back,Defender,left,183.0,ES1,Deportivo Alavés
568377,Tijs Velthuis,2020,1090,Netherlands,21,Centre-Back,Defender,left,190.0,NL1,AZ Alkmaar
569361,Nassim Innocenti,2020,1082,France,21,Centre-Back,Defender,left,187.0,FR1,LOSC Lille
569384,Lucien Agoumé,2022,1095,Cameroon,21,Defensive Midfield,Midfield,right,185.0,FR1,ESTAC Troyes
569866,Roberto López,2020,681,Spain,23,Attacking Midfield,Midfield,left,178.0,ES1,Real Sociedad
571604,Giorgio Scalvini,2022,800,Italy,19,Centre-Back,Defender,right,194.0,IT1,Atalanta BC
571607,Fabio Miretti,2022,506,Italy,19,Central Midfield,Midfield,right,180.0,IT1,Juventus FC
572919,Mohamed Sankoh,2022,499,Sierra Leone,19,Centre-Forward,Attack,right,183.0,NL1,Vitesse Arnhem
574569,Marten Winkler,2021,44,Germany,20,Right Winger,Attack,left,184.0,L1,Hertha BSC
576022,Vladyslav Yemets,2022,48332,Ukraine,25,Left-Back,Defender,left,180.0,UKR1,Kolos Kovalivka
576990,Ender Aygören,2020,868,Turkey,22,Central Midfield,Midfield,left,176.0,TR1,MKE Ankaragücü
578544,Noah Naujoks,2022,798,Netherlands,21,Attacking Midfield,Midfield,right,183.0,NL1,Excelsior Rotterdam
579207,Michael,2020,2995,Brazil,28,Goalkeeper,Goalkeeper,left,194.0,PO1,FC Paços de Ferreira
580747,Yvann Maçon,2021,618,Guadeloupe,24,Right-Back,Defender,right,177.0,FR1,AS Saint-Étienne
580809,Ed Turns,2021,1237,England,20,Centre-Back,Defender,left,182.0,GB1,Brighton & Hove Albion
581404,Artur Murza,2017,6993,Ukraine,22,Left Midfield,Midfield,right,181.0,UKR1,FK Mariupol
581781,Enzo Loiodice,2019,2969,France,22,Central Midfield,Midfield,left,176.0,FR1,Dijon FCO
582302,Enrico Di Gesù,2021,5,Italy,21,Central Midfield,Midfield,left,184.0,IT1,AC Milan
583607,William de Camargo,2018,2477,Brazil,24,Right Winger,Attack,right,169.0,UKR1,Karpaty Lviv (-2021)
585711,Boris Lambert,2022,1245,Belgium,23,Centre-Back,Defender,right,187.0,BE1,KAS Eupen
585982,Carlos Augusto,2022,2919,Brazil,24,Left-Back,Defender,left,184.0,IT1,AC Monza
586756,Festy Ebosele,2022,410,Ireland,20,Right-Back,Defender,right,180.0,IT1,Udinese Calcio
586855,Loreintz Rosier,2022,1465,France,24,Defensive Midfield,Midfield,right,190.0,PO1,GD Estoril Praia
592472,Yusuf Hussain,2020,987,Scotland,22,Centre-Back,Defender,left,187.0,SC1,Motherwell FC
592491,Ryan Shanley,2020,903,Scotland,22,Centre-Forward,Attack,right,173.0,SC1,Hibernian FC
592979,Himad Abdelli,2022,1420,France,23,Attacking Midfield,Midfield,left,185.0,FR1,Angers SCO
593480,Aymane Mourid,2019,1244,Morocco,23,Defensive Midfield,Midfield,right,180.0,ES1,CD Leganés
594240,Tunahan Tasci,2022,385,Netherlands,21,Right Winger,Attack,left,172.0,NL1,Fortuna Sittard
594991,Mohamed Bayo,2022,1082,France,25,Centre-Forward,Attack,right,188.0,FR1,LOSC Lille
596821,Scott Banks,2021,873,Scotland,21,Right Winger,Attack,left,183.0,GB1,Crystal Palace
599739,Xavier Simons,2021,631,England,20,Defensive Midfield,Midfield,right,180.0,GB1,Chelsea FC
601407,Robbe Decostere,2022,520,Belgium,25,Right-Back,Defender,right,178.0,BE1,Cercle Brugge
601877,Luan Capanni,2018,398,Brazil,23,Attacking Midfield,Midfield,right,190.0,IT1,SS Lazio
606248,Danylo Karas,2020,61825,Ukraine,26,Centre-Back,Defender,right,184.0,UKR1,FK Minaj
606576,Denis Franchi,2021,583,Italy,20,Goalkeeper,Goalkeeper,right,189.0,FR1,Paris Saint-Germain
606603,Reegan Mimnaugh,2020,2999,Scotland,21,Central Midfield,Midfield,left,173.0,SC1,Hamilton Academical FC
611426,Matías Arezo,2021,16795,Uruguay,20,Centre-Forward,Attack,right,172.0,ES1,Granada CF
612059,Edoardo Piana,2022,410,Italy,19,Goalkeeper,Goalkeeper,right,198.0,IT1,Udinese Calcio
613192,Jens Castrop,2020,3,Germany,19,Right Midfield,Midfield,right,178.0,L1,1.FC Köln
613437,Zié Ouattara,2022,7378,Cote d'Ivoire,23,Right-Back,Defender,right,177.0,PO1,Portimonense SC
615350,Cenk Özkacar,2022,1049,Turkey,22,Centre-Back,Defender,left,190.0,ES1,Valencia CF
617445,Miullen,2020,2424,Brazil,25,Centre-Forward,Attack,right,180.0,PO1,Gil Vicente FC
617520,Stanislav Agkatsev,2022,16704,Russia,21,Goalkeeper,Goalkeeper,right,189.0,RU1,FK Krasnodar
618472,Castello Lukeba,2022,1041,France,20,Centre-Back,Defender,left,184.0,FR1,Olympique Lyon
621223,Francesco D'Alterio,2020,4083,Italy,20,Goalkeeper,Goalkeeper,right,188.0,IT1,FC Crotone
621586,Daniil Frolkin,2020,1083,Russia,22,Goalkeeper,Goalkeeper,right,189.0,RU1,FK Rostov
623142,Georgios Sournakis,2020,653,Greece,23,Central Midfield,Midfield,right,185.0,GR1,OFI Crete FC
623521,Juanmi Latasa,2022,3709,Spain,22,Centre-Forward,Attack,left,192.0,ES1,Getafe CF
623553,Lechi Sadulaev,2022,3725,Russia,23,Left Midfield,Midfield,left,178.0,RU1,Akhmat Grozny
625654,Julen Lobete,2022,235,Spain,22,Centre-Forward,Attack,right,177.0,NL1,RKC Waalwijk
626724,João Pedro,2021,1010,Brazil,21,Centre-Forward,Attack,right,182.0,GB1,Watford FC
627068,Ezequiel Bullaude,2022,234,Argentina,22,Attacking Midfield,Midfield,right,184.0,NL1,Feyenoord Rotterdam
627183,Benji Michel,2022,8024,United States,25,Left Winger,Attack,right,178.0,PO1,FC Arouca
628461,Iker Recio,2021,367,Spain,21,Centre-Back,Defender,left,184.0,ES1,Rayo Vallecano
628558,Riccardo Ciervo,2021,1038,Italy,21,Left Winger,Attack,right,190.0,IT1,UC Sampdoria
631278,Abbas Ibrahim,2021,2995,Nigeria,25,Central Midfield,Midfield,right,171.0,PO1,FC Paços de Ferreira
631785,Rodrigo Freitas,2019,7378,Brazil,24,Centre-Back,Defender,right,189.0,PO1,Portimonense SC
632831,Nicolò Bertola,2021,3522,Italy,20,Centre-Back,Defender,right,192.0,IT1,Spezia Calcio
633398,Assil Jaziri,2018,417,Tunisia,23,Attacking Midfield,Midfield,right,173.0,FR1,OGC Nice
634431,Beñat Turrientes,2022,681,Spain,21,Central Midfield,Midfield,right,181.0,ES1,Real Sociedad
636093,Carlos Domínguez,2022,940,Spain,22,Centre-Back,Defender,left,187.0,ES1,Celta de Vigo
641153,Né Lopes,2022,2424,Portugal,23,Centre-Back,Defender,right,185.0,PO1,Gil Vicente FC
641264,Murat Sarigül,2020,6646,Turkey,22,Defensive Midfield,Midfield,right,185.0,TR1,Fatih Karagümrük
645686,Lamare Bogarde,2021,405,Netherlands,19,Defensive Midfield,Midfield,right,185.0,GB1,Aston Villa
649026,Moustapha Mbow,2022,2715,Senegal,23,Centre-Back,Defender,right,192.0,BE1,RFC Seraing
649266,Jospin Nshimirimana,2021,19789,Burundi,21,Defensive Midfield,Midfield,right,185.0,TR1,Yeni Malatyaspor
649303,Daniil Denisov,2022,232,Russia,20,Right-Back,Defender,right,185.0,RU1,Spartak Moscow
650993,Filippo Missori,2021,12,Italy,19,Right-Back,Defender,right,182.0,IT1,AS Roma
651842,Ziga Laci,2022,2441,Slovenia,20,Centre-Back,Defender,left,189.0,GR1,AEK Athens
654539,Adrien Truffert,2022,273,Belgium,21,Left-Back,Defender,left,176.0,FR1,Stade Rennais FC
655901,Abdullah Sahindere,2020,820,Turkey,19,Centre-Back,Defender,right,187.0,TR1,Genclerbirligi Ankara
655903,Cagri Güney,2020,11282,Turkey,19,Goalkeeper,Goalkeeper,right,186.0,TR1,Alanyaspor
657435,Pedro Santos,2022,1075,Portugal,22,Central Midfield,Midfield,right,183.0,PO1,SC Braga
660139,Metin Yildirim,2021,1467,Turkey,23,Central Midfield,Midfield,left,182.0,TR1,Göztepe
662752,Luis Rojas,2021,1025,Chile,21,Attacking Midfield,Midfield,right,179.0,IT1,Bologna FC 1909
665048,Arseniy Batagov,2022,10690,Ukraine,21,Centre-Back,Defender,left,185.0,UKR1,Zorya Lugansk
666547,Zito Luvumbo,2021,1390,Angola,21,Right Winger,Attack,left,171.0,IT1,Cagliari Calcio
667401,Serhat Ahmetoglu,2021,6646,Turkey,21,Right-Back,Defender,right,184.0,TR1,Fatih Karagümrük
667991,Alaa Bellaarouch,2021,667,Morocco,21,Goalkeeper,Goalkeeper,right,188.0,FR1,RC Strasbourg Alsace
668502,Georgios Maidanos,2020,4603,Greece,25,Left-Back,Defender,left,170.0,GR1,AE Larisa
670000,João Diogo,2019,2477,Brazil,24,Right Winger,Attack,right,172.0,UKR1,Karpaty Lviv (-2021)
670295,Dogukan Kaya,2022,868,Turkey,23,Goalkeeper,Goalkeeper,right,191.0,TR1,MKE Ankaragücü
670857,Jude Soonsup-Bell,2021,631,England,19,Centre-Forward,Attack,right,182.0,GB1,Chelsea FC
671649,Álvaro Djaló,2022,1075,Spain,23,Left Winger,Attack,right,175.0,PO1,SC Braga
674809,Josh Mulligan,2021,511,Scotland,20,Right Midfield,Midfield,right,175.0,SC1,Dundee FC
675341,Gabriel Florentín,2022,14589,Argentina,24,Attacking Midfield,Midfield,right,173.0,RU1,FK Orenburg
683620,Antoni Milambo,2022,234,Netherlands,18,Central Midfield,Midfield,right,179.0,NL1,Feyenoord Rotterdam
684210,Jaidon Anthony,2022,989,England,23,Left Winger,Attack,right,183.0,GB1,AFC Bournemouth
686632,Mikhail Strelnik,2021,16704,Russia,23,Defensive Midfield,Midfield,right,182.0,RU1,FK Krasnodar
698259,Thomas Kristensen,2022,678,Denmark,21,Centre-Back,Defender,right,198.0,DK1,Aarhus GF
700010,Kerem Sen,2022,924,Turkey,20,Central Midfield,Midfield,right,177.0,TR1,Istanbulspor
702988,Ömürcan Artan,2020,820,Turkey,23,Right-Back,Defender,right,179.0,TR1,Genclerbirligi Ankara
704337,William Rovida,2021,46,Italy,20,Goalkeeper,Goalkeeper,right,195.0,IT1,Inter Milan
707844,Mandela Keita,2022,1096,Belgium,21,Defensive Midfield,Midfield,right,180.0,BE1,Royal Antwerp FC
718201,Kevin Carlos,2020,5358,Spain,22,Centre-Forward,Attack,right,187.0,ES1,SD Huesca
724350,Berkay Vardar,2022,114,Turkey,20,Defensive Midfield,Midfield,right,188.0,TR1,Besiktas JK
727077,Jankat Yilmaz,2022,141,Turkey,18,Goalkeeper,Goalkeeper,left,188.0,TR1,Galatasaray
731491,Franco Carboni,2022,2919,Argentina,20,Left-Back,Defender,left,190.0,IT1,AC Monza
733495,Andi Janjeva,2019,1010,England,20,Centre-Back,Defender,right,186.0,GB1,Watford FC
735861,Emre Karaal,2021,6890,Turkey,20,Central Midfield,Midfield,right,185.0,TR1,Basaksehir FK
740253,Javi Castro,2021,940,Spain,22,Centre-Back,Defender,right,183.0,ES1,Celta de Vigo
748601,Gastón Ávila,2022,1096,Argentina,21,Left-Back,Defender,left,182.0,BE1,Royal Antwerp FC
752778,Mads Enggaard,2022,5724,Denmark,19,Central Midfield,Midfield,right,180.0,DK1,Randers FC
762387,Khusrav Toirov,2022,660,Tajikistan,18,Left Winger,Attack,right,181.0,UKR1,Shakhtar Donetsk
766412,Théo Le Bris,2022,1158,France,20,Attacking Midfield,Midfield,right,170.0,FR1,FC Lorient
771906,Nazar-Stefan Sass,2019,2477,Ukraine,21,Goalkeeper,Goalkeeper,right,192.0,UKR1,Karpaty Lviv (-2021)
776798,Abdallah Sima,2022,1420,Senegal,21,Right Winger,Attack,right,188.0,FR1,Angers SCO
799899,Theo Sander,2022,1053,Denmark,18,Goalkeeper,Goalkeeper,both,192.0,DK1,Aalborg BK
799936,Loris Mouyokolo,2021,1158,France,22,Centre-Back,Defender,right,194.0,FR1,FC Lorient
800946,Dennis Seimen,2022,79,Germany,17,Goalkeeper,Goalkeeper,both,192.0,L1,VfB Stuttgart
802747,Siriné Doucouré,2022,1158,France,21,Centre-Forward,Attack,right,193.0,FR1,FC Lorient
804884,Ibrahima Baldé,2021,826,France,20,Centre-Forward,Attack,right,185.0,FR1,RC Lens
807688,Yassin Belkhdim,2022,1420,France,21,Central Midfield,Midfield,right,175.0,FR1,Angers SCO
810093,Ayman Kari,2022,1158,France,18,Central Midfield,Midfield,right,176.0,FR1,FC Lorient
815359,Lenny Joseph,2021,347,France,22,Centre-Forward,Attack,right,183.0,FR1,FC Metz
815652,Tiago Morais,2021,2503,Portugal,19,Right Winger,Attack,right,168.0,PO1,Boavista FC
831161,Lautaro Blanco,2022,1531,Argentina,24,Left-Back,Defender,left,176.0,ES1,Elche CF
838947,Alexandre Pierre,2022,667,France,22,Goalkeeper,Goalkeeper,right,190.0,FR1,RC Strasbourg Alsace
842899,Danylo Polonskyi,2020,60551,Ukraine,21,Attacking Midfield,Midfield,right,185.0,UKR1,SK Dnipro-1
847759,Tom Lacoux,2021,40,France,21,Defensive Midfield,Midfield,right,182.0,FR1,FC Girondins Bordeaux
852980,Nicolás Marichal,2022,121,Uruguay,22,Centre-Back,Defender,right,186.0,RU1,Dynamo Moscow
860255,Haqi Osman,2021,19789,Ghana,21,Right Winger,Attack,right,173.0,TR1,Yeni Malatyaspor
867107,Saná Gomes,2021,7378,Guinea-Bissau,20,Left-Back,Defender,left,178.0,PO1,Portimonense SC
876715,Zeki Furkan Kayali,2021,126,Turkey,19,Goalkeeper,Goalkeeper,both,197.0,TR1,Caykur Rizespor
891379,Nordine Kandil,2022,667,France,21,Attacking Midfield,Midfield,left,165.0,FR1,RC Strasbourg Alsace
892929,Hugo Álvarez,2021,940,Spain,19,Left Winger,Attack,right,176.0,ES1,Celta de Vigo
911512,Malcom Musquet,2021,826,France,21,Left-Back,Defender,left,183.0,FR1,RC Lens
929575,Cristiano Fitzgerald,2021,2503,Singapore,19,Left Winger,Attack,right,174.0,PO1,Boavista FC
936825,Ilya Kvasnytsya,2022,48726,Ukraine,20,Right Winger,Attack,right,174.0,UKR1,Rukh Lviv
958647,Ümit Akdag,2022,11282,Romania,19,Centre-Back,Defender,left,192.0,TR1,Alanyaspor
959399,Roman Mykhayliv,2022,18105,Ukraine,20,Left Midfield,Midfield,right,165.0,UKR1,PFK Lviv
967948,Garang Kuol,2022,43,Egypt,18,Right Winger,Attack,right,175.0,SC1,Heart of Midlothian FC
992,Christian Weber,2012,38,Germany,39,Right-Back,Defender,right,175.0,L1,Fortuna Düsseldorf
1426,Cacau,2013,79,Brazil,42,Centre-Forward,Attack,right,179.0,L1,VfB Stuttgart
2358,Patrick Ochs,2014,82,Germany,39,Right-Back,Defender,right,179.0,L1,VfL Wolfsburg
2953,Paul Scharner,2012,41,Austria,43,Defensive Midfield,Midfield,right,191.0,L1,Hamburger SV
3130,Titus Bramble,2012,289,England,41,Centre-Back,Defender,right,192.0,GB1,Sunderland AFC
3182,Ashley Cole,2015,12,England,42,Left-Back,Defender,left,176.0,IT1,AS Roma
3271,Luke Young,2012,1039,England,43,Right-Back,Defender,right,183.0,GB1,Queens Park Rangers
3775,George McCartney,2013,379,Northern Ireland,42,Left-Back,Defender,left,183.0,GB1,West Ham United
4251,Callum Davidson,2013,2578,Scotland,46,Left-Back,Defender,left,178.0,SC1,St. Johnstone FC
4359,Adil Ramzi,2012,192,Morocco,45,Left Midfield,Midfield,right,179.0,NL1,Roda JC Kerkrade
5072,Thomas Kessler,2019,3,Germany,37,Goalkeeper,Goalkeeper,right,197.0,L1,1.FC Köln
5562,Hugo Leal,2012,1465,Portugal,43,Central Midfield,Midfield,right,180.0,PO1,GD Estoril Praia
5664,Arnaud Le Lan,2012,1158,France,45,Left-Back,Defender,left,171.0,FR1,FC Lorient
5873,Marco Marchionni,2015,1038,Italy,42,Right Midfield,Midfield,right,173.0,IT1,UC Sampdoria
6157,Gaetano D'Agostino,2012,1387,Italy,41,Central Midfield,Midfield,left,180.0,IT1,ACN Siena
6666,Mijat Maric,2018,498,Switzerland,39,Centre-Back,Defender,right,188.0,BE1,KSC Lokeren (- 2020)
6807,Simone Farelli,2020,12,Italy,40,Goalkeeper,Goalkeeper,right,186.0,IT1,AS Roma
6980,Julien Cardy,2015,855,France,41,Defensive Midfield,Midfield,right,176.0,FR1,EA Guingamp
7214,Giannis Takidis,2013,6418,Greece,42,Goalkeeper,Goalkeeper,right,186.0,GR1,Panetolikos GFS
7309,Senol Can,2016,524,Bulgaria,40,Left-Back,Defender,left,183.0,TR1,Gaziantepspor (- 2020)
7397,Özden Öngün,2013,524,Turkey,44,Goalkeeper,Goalkeeper,right,187.0,TR1,Gaziantepspor (- 2020)
7427,Ivica Olic,2015,41,Jugoslawien (SFR),43,Centre-Forward,Attack,left,182.0,L1,Hamburger SV
7572,Carlos Marchena,2012,897,Spain,43,Centre-Back,Defender,right,182.0,ES1,Deportivo de La Coruña
7930,Rowan Vine,2012,2578,England,40,Centre-Forward,Attack,right,185.0,SC1,St. Johnstone FC
11360,Lee McCulloch,2015,2553,Scotland,45,Centre-Back,Defender,right,185.0,SC1,Kilmarnock FC
12508,Yann Jouffre,2017,347,France,38,Right Midfield,Midfield,left,175.0,FR1,FC Metz
12691,James Collins,2017,379,Wales,39,Centre-Back,Defender,right,188.0,GB1,West Ham United
12812,Gavin Rae,2012,370,Scotland,45,Central Midfield,Midfield,right,180.0,SC1,Aberdeen FC
13069,Kristof Lardenoit,2012,28643,Belgium,39,Centre-Back,Defender,right,185.0,BE1,SK Beveren
13087,Kristof Snelders,2012,28643,Belgium,40,Second Striker,Attack,right,168.0,BE1,SK Beveren
13271,Frank Boeckx,2019,58,Belgium,36,Goalkeeper,Goalkeeper,right,183.0,BE1,RSC Anderlecht
13829,Diego Lugano,2013,984,Uruguay,42,Centre-Back,Defender,right,188.0,GB1,West Bromwich Albion
13952,Liedson,2012,720,Brazil,45,Centre-Forward,Attack,right,175.0,PO1,FC Porto
14119,Danny,2018,1301,Venezuela,39,Attacking Midfield,Midfield,right,178.0,PO1,CS Marítimo
14349,Paulo César,2012,1075,Brazil,43,Right Winger,Attack,right,175.0,PO1,SC Braga
14514,Miguel Garcia,2012,2323,Portugal,40,Right-Back,Defender,right,179.0,TR1,Orduspor
14852,Stephen O'Donnell,2012,511,Scotland,39,Central Midfield,Midfield,right,183.0,SC1,Dundee FC
14974,Bo Svensson,2013,39,Denmark,43,Centre-Back,Defender,right,190.0,L1,1.FSV Mainz 05
15055,Martin Retov,2012,2414,Denmark,43,Central Midfield,Midfield,right,178.0,DK1,AC Horsens
15150,Markos Maragoudakis,2012,21957,Greece,41,Centre-Forward,Attack,both,185.0,GR1,AO Platanias
15463,Jordi López,2012,6996,Spain,42,Central Midfield,Midfield,right,182.0,UKR1,Goverla Uzhgorod (- 2016)
15590,Ruslan Nakhushev,2015,11126,UdSSR,38,Centre-Back,Defender,left,184.0,RU1,Mordovia Saransk (-2020)
15596,Bogdan Shershun,2013,4482,UdSSR,42,Centre-Back,Defender,left,192.0,UKR1,Volyn Lutsk
15872,Roman Sharonov,2013,2698,UdSSR,46,Centre-Back,Defender,left,184.0,RU1,Rubin Kazan
16118,Paíto,2013,128,Mozambique,40,Left-Back,Defender,left,173.0,GR1,AO Xanthi
16191,Kendal Ucar,2012,21957,France,41,Attacking Midfield,Midfield,both,172.0,GR1,AO Platanias
