player_id,name,last_season,current_club_id,country_of_birth,age,sub_position,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name
1428,Mike Hanke,2013,60,Germany,39,Centre-Forward,Attack,right,185.0,L1,SC Freiburg
1726,Heiko Westermann,2016,610,Germany,39,Centre-Back,Defender,right,190.0,NL1,Ajax Amsterdam
2306,Markus Miller,2014,42,Germany,41,Goalkeeper,Goalkeeper,right,189.0,L1,Hannover 96
2878,Yassin Mikari,2012,750,Switzerland,40,Left-Back,Defender,left,172.0,FR1,FC Sochaux-Montbéliard
2899,Hervé Tum,2012,2292,Cameroon,44,Centre-Forward,Attack,right,184.0,TR1,Elazigspor
2923,Andreas Ivanschitz,2014,3368,Austria,39,Attacking Midfield,Midfield,left,183.0,ES1,Levante UD
3273,Matthew Upson,2014,1003,England,44,Centre-Back,Defender,left,185.0,GB1,Leicester City
3287,Steve Banks,2014,2578,England,51,Goalkeeper,Goalkeeper,right,180.0,SC1,St. Johnstone FC
3719,Peter Enckelman,2012,43,Finland,46,Goalkeeper,Goalkeeper,right,188.0,SC1,Heart of Midlothian FC
3875,Jermain Defoe,2021,124,England,40,Centre-Forward,Attack,right,171.0,SC1,Rangers FC
3876,Joe Cole,2015,405,England,41,Attacking Midfield,Midfield,right,176.0,GB1,Aston Villa
3924,Didier Drogba,2014,631,Cote d'Ivoire,45,Centre-Forward,Attack,both,189.0,GB1,Chelsea FC
4070,Liam Ridgewell,2013,984,England,38,Centre-Back,Defender,both,188.0,GB1,West Bromwich Albion
4086,Darren Ambrose,2013,441,England,39,Left Midfield,Midfield,right,183.0,GR1,Apollon Smyrnis
4361,Dennis Rommedahl,2013,235,Denmark,44,Right Winger,Attack,right,179.0,NL1,RKC Waalwijk
4742,Christophe Lepoint,2022,2715,Belgium,38,Central Midfield,Midfield,right,189.0,BE1,RFC Seraing
5308,Cédric Carrasso,2017,141,France,41,Goalkeeper,Goalkeeper,right,187.0,TR1,Galatasaray
5309,Damien Grégorini,2012,1159,France,44,Goalkeeper,Goalkeeper,right,194.0,FR1,AS Nancy-Lorraine
5474,Zoumana Camara,2014,583,France,44,Centre-Back,Defender,right,182.0,FR1,Paris Saint-Germain
5668,Anthony Réveillère,2014,289,France,43,Right-Back,Defender,right,180.0,GB1,Sunderland AFC
5825,Marco Borriello,2017,1390,Italy,40,Centre-Forward,Attack,left,186.0,IT1,Cagliari Calcio
5890,Sergio Almirón,2013,1627,Argentina,42,Central Midfield,Midfield,right,180.0,IT1,Catania SSD
5896,David Pizarro,2014,430,Chile,43,Central Midfield,Midfield,right,168.0,IT1,ACF Fiorentina
5936,Ivan Pelizzoli,2012,2921,Italy,42,Goalkeeper,Goalkeeper,right,197.0,IT1,Delfino Pescara 1936
6012,Stefano Lucchini,2014,1429,Italy,42,Centre-Back,Defender,right,186.0,IT1,Cesena FC
6076,David Di Michele,2012,862,Italy,47,Centre-Forward,Attack,both,170.0,IT1,Chievo Verona
6717,Giuseppe Colucci,2012,2921,Italy,42,Central Midfield,Midfield,right,180.0,IT1,Delfino Pescara 1936
6838,Henok Goitom,2015,3709,Sweden,38,Centre-Forward,Attack,right,189.0,ES1,Getafe CF
7109,Andrea Barzagli,2018,506,Italy,42,Centre-Back,Defender,right,187.0,IT1,Juventus FC
7237,Sabri Sarioglu,2017,1467,Turkey,38,Right-Back,Defender,right,170.0,TR1,Göztepe
7337,Alan Tate,2014,2288,England,40,Centre-Back,Defender,right,185.0,GB1,Swansea City
7423,Ömer Erdogan,2012,20,Germany,46,Centre-Back,Defender,right,191.0,TR1,Bursaspor
7985,David Generelo,2013,1531,Spain,40,Central Midfield,Midfield,right,181.0,ES1,Elche CF
8187,Juanmi Callejón,2012,2672,Spain,36,Left Winger,Attack,right,180.0,GR1,APO Levadiakos
8538,Tiago Mendes,2016,13,Portugal,42,Central Midfield,Midfield,right,183.0,ES1,Atlético de Madrid
9354,Sejad Salihovic,2017,41,Jugoslawien (SFR),38,Central Midfield,Midfield,left,182.0,L1,Hamburger SV
9506,Craig Beattie,2012,2578,Scotland,39,Centre-Forward,Attack,right,183.0,SC1,St. Johnstone FC
9604,Sherjill MacDonald,2014,968,Netherlands,38,Centre-Forward,Attack,right,183.0,BE1,KVC Westerlo
9667,Stijn Stijnen,2012,566,Belgium,42,Goalkeeper,Goalkeeper,right,188.0,BE1,Beerschot AC
9798,Maksim Shatskikh,2014,6996,UdSSR,44,Centre-Forward,Attack,right,187.0,UKR1,Goverla Uzhgorod (- 2016)
9980,Rob Hulse,2012,1039,England,43,Centre-Forward,Attack,right,185.0,GB1,Queens Park Rangers
10003,Wes Morgan,2020,1003,England,39,Centre-Back,Defender,right,185.0,GB1,Leicester City
10183,Dani Fernández,2014,653,Spain,40,Right-Back,Defender,right,181.0,GR1,OFI Crete FC
10244,Bernt Evens,2012,520,Belgium,44,Left-Back,Defender,left,189.0,BE1,Cercle Brugge
10471,Luiz Gustavo,2021,36,Brazil,35,Defensive Midfield,Midfield,left,187.0,TR1,Fenerbahce
12515,Guirane N'Daw,2014,347,Senegal,39,Defensive Midfield,Midfield,left,189.0,FR1,FC Metz
12597,Alan Maybury,2012,903,Ireland,44,Right-Back,Defender,right,180.0,SC1,Hibernian FC
12709,Danny Gabbidon,2013,873,Wales,43,Centre-Back,Defender,right,178.0,GB1,Crystal Palace
12765,Russell Anderson,2014,370,Scotland,44,Centre-Back,Defender,right,186.0,SC1,Aberdeen FC
12813,Barry Smith,2012,511,Scotland,49,Right-Back,Defender,right,178.0,SC1,Dundee FC
12988,Stelios Sfakianakis,2013,6418,Germany,47,Central Midfield,Midfield,left,177.0,GR1,Panetolikos GFS
13047,Daniel Cruz,2012,28643,Colombia,42,Attacking Midfield,Midfield,right,181.0,BE1,SK Beveren
13061,Carl Hoefkens,2014,2861,Belgium,44,Right-Back,Defender,right,185.0,BE1,KV Oostende
13103,Björn Vleminckx,2017,1096,Belgium,37,Centre-Forward,Attack,right,183.0,BE1,Royal Antwerp FC
13283,Bram Castro,2020,2861,Belgium,40,Goalkeeper,Goalkeeper,right,191.0,BE1,KV Oostende
13350,Lewis Price,2014,873,England,38,Goalkeeper,Goalkeeper,right,191.0,GB1,Crystal Palace
13427,Steve Sidwell,2017,1237,England,40,Central Midfield,Midfield,right,183.0,GB1,Brighton & Hove Albion
13445,Jurgen Cavens,2012,28643,Belgium,44,Centre-Forward,Attack,right,187.0,BE1,SK Beveren
13573,Simon Francis,2019,989,England,38,Right-Back,Defender,right,191.0,GB1,AFC Bournemouth
14013,Matty Fryatt,2013,3008,England,37,Centre-Forward,Attack,right,178.0,GB1,Hull City
14149,Pitbull,2013,2424,Brazil,41,Centre-Forward,Attack,right,173.0,PO1,Gil Vicente FC
14279,Castro,2012,979,Portugal,44,Defensive Midfield,Midfield,right,183.0,PO1,Moreirense FC
14574,Craig Conway,2020,2578,Scotland,38,Attacking Midfield,Midfield,right,171.0,SC1,St. Johnstone FC
14937,Stipe Pletikosa,2015,897,Jugoslawien (SFR),44,Goalkeeper,Goalkeeper,right,193.0,ES1,Deportivo de La Coruña
15018,João Carlos,2016,498,Brazil,41,Centre-Back,Defender,both,189.0,BE1,KSC Lokeren (- 2020)
15076,Aleksandr Samedov,2018,2696,UdSSR,38,Right Winger,Attack,right,178.0,RU1,Krylya Sovetov Samara
15500,Ángel López,2015,472,Spain,42,Right-Back,Defender,right,180.0,ES1,UD Las Palmas
16252,Christian Kinkela,2012,979,Zaire,41,Right Midfield,Midfield,right,178.0,PO1,Moreirense FC
16408,Orestis Karnezis,2021,1082,Greece,37,Goalkeeper,Goalkeeper,right,190.0,FR1,LOSC Lille
16498,Ramazan Özcan,2019,15,Austria,38,Goalkeeper,Goalkeeper,left,185.0,L1,Bayer 04 Leverkusen
16968,Marcel de Jong,2014,167,Canada,36,Left-Back,Defender,left,174.0,L1,FC Augsburg
17140,Mehmet Topuz,2015,36,Turkey,39,Right Midfield,Midfield,right,181.0,TR1,Fenerbahce
17225,Konstantinos Kapetanos,2012,605,Greece,38,Left Midfield,Midfield,left,176.0,GR1,Aris Thessaloniki
17313,Henrico Drost,2019,235,Netherlands,36,Centre-Back,Defender,right,187.0,NL1,RKC Waalwijk
17555,Nélson,2014,68608,Cape Verde,39,Right-Back,Defender,right,171.0,PO1,CF Os Belenenses
18379,Damir Vrancic,2013,23,Jugoslawien (SFR),37,Central Midfield,Midfield,both,183.0,L1,Eintracht Braunschweig
18416,Aloys Nong,2013,1411,Cameroon,39,Centre-Forward,Attack,right,180.0,BE1,RAEC Mons (- 2015)
18592,Zé Pedro,2012,1085,Portugal,44,Central Midfield,Midfield,left,187.0,PO1,Vitória Setúbal FC
18759,Nana Asare,2019,157,Ghana,36,Left-Back,Defender,left,175.0,BE1,KAA Gent
18894,Leyti N'Diaye,2012,244,Senegal,37,Centre-Back,Defender,left,188.0,FR1,Olympique Marseille
18940,Rémy Riou,2022,1041,France,35,Goalkeeper,Goalkeeper,right,191.0,FR1,Olympique Lyon
18958,Alejandro Domínguez,2016,683,Argentina,41,Attacking Midfield,Midfield,both,175.0,GR1,Olympiacos Piraeus
19062,Frank van Mosselveld,2013,235,Netherlands,39,Centre-Back,Defender,left,185.0,NL1,RKC Waalwijk
19375,Ricardo Silva,2017,2995,Portugal,42,Centre-Back,Defender,right,186.0,PO1,FC Paços de Ferreira
19439,Santos,2012,128,Brazil,41,Centre-Back,Defender,left,184.0,GR1,AO Xanthi
20306,Kevin Geudens,2014,968,Belgium,42,Defensive Midfield,Midfield,right,185.0,BE1,KVC Westerlo
20854,Lasse Kryger,2018,2414,Denmark,40,Right Midfield,Midfield,right,188.0,DK1,AC Horsens
20941,Christian Terlizzi,2012,1387,Italy,43,Centre-Back,Defender,left,195.0,IT1,ACN Siena
21042,Michal Kadlec,2015,36,CSSR,38,Centre-Back,Defender,left,185.0,TR1,Fenerbahce
21495,Erik Heijblok,2013,1090,Netherlands,45,Goalkeeper,Goalkeeper,right,196.0,NL1,AZ Alkmaar
21829,Francesco Benussi,2015,4102,Italy,41,Goalkeeper,Goalkeeper,right,189.0,IT1,AC Carpi
22093,Guglielmo Stendardo,2016,2921,Italy,42,Centre-Back,Defender,right,190.0,IT1,Delfino Pescara 1936
22123,Ciro Polito,2014,6574,Italy,44,Goalkeeper,Goalkeeper,right,183.0,IT1,US Sassuolo
22130,Carl Valeri,2013,6574,Australia,38,Central Midfield,Midfield,right,183.0,IT1,US Sassuolo
22186,Davide Biondini,2017,6574,Italy,40,Central Midfield,Midfield,right,180.0,IT1,US Sassuolo
22285,Maurizio Pugliesi,2016,749,Italy,46,Goalkeeper,Goalkeeper,right,188.0,IT1,FC Empoli
22318,Federico Marchetti,2022,3522,Italy,40,Goalkeeper,Goalkeeper,left,188.0,IT1,Spezia Calcio
22340,Michaël Cordier,2015,2282,Belgium,39,Goalkeeper,Goalkeeper,right,183.0,BE1,Club Brugge KV
22378,Léo Matos,2020,1091,Brazil,37,Right-Back,Defender,right,184.0,GR1,PAOK Thessaloniki
22382,Moussa Sow,2017,20,France,37,Centre-Forward,Attack,right,180.0,TR1,Bursaspor
22555,Bruno Amaro,2014,8024,Portugal,40,Central Midfield,Midfield,right,181.0,PO1,FC Arouca
22853,Francis Dickoh,2015,5817,Denmark,40,Centre-Back,Defender,right,188.0,DK1,SönderjyskE
22917,Kenneth Emil Petersen,2018,173,Denmark,38,Centre-Back,Defender,right,187.0,DK1,Odense Boldklub
22948,Thiago Ribeiro,2012,1390,Brazil,37,Left Winger,Attack,right,183.0,IT1,Cagliari Calcio
24116,Roman Adamov,2012,1083,UdSSR,40,Centre-Forward,Attack,both,189.0,RU1,FK Rostov
24337,Cleyton,2014,128,Brazil,40,Attacking Midfield,Midfield,both,175.0,GR1,AO Xanthi
25106,Evaldo,2015,979,Brazil,41,Left-Back,Defender,left,183.0,PO1,Moreirense FC
25175,Miguel Pedro,2014,1085,Portugal,39,Attacking Midfield,Midfield,right,175.0,PO1,Vitória Setúbal FC
25211,Tiago Valente,2015,1085,Portugal,38,Centre-Back,Defender,right,186.0,PO1,Vitória Setúbal FC
25316,Rubén Castro,2017,150,Spain,41,Centre-Forward,Attack,right,169.0,ES1,Real Betis Balompié
25737,Rodolfo,2018,3725,Brazil,40,Centre-Back,Defender,left,185.0,RU1,Akhmat Grozny
25933,Ovidiu Herea,2015,128,Romania,38,Centre-Forward,Attack,right,180.0,GR1,AO Xanthi
26105,Valter Birsa,2019,1390,Jugoslawien (SFR),36,Attacking Midfield,Midfield,left,184.0,IT1,Cagliari Calcio
26148,Juanjo Camacho,2018,5358,Spain,42,Attacking Midfield,Midfield,left,180.0,ES1,SD Huesca
26244,Lucho González,2013,720,Argentina,42,Central Midfield,Midfield,right,186.0,PO1,FC Porto
27019,Vladimir Korytko,2014,3729,UdSSR,43,Attacking Midfield,Midfield,right,180.0,RU1,Arsenal Tula
27539,Vanja Ivesa,2013,2292,Jugoslawien (SFR),45,Goalkeeper,Goalkeeper,left,205.0,TR1,Elazigspor
28140,Max Gradel,2022,2381,Cote d'Ivoire,35,Left Winger,Attack,right,175.0,TR1,Sivasspor
28306,Gennaro Bracigliano,2013,244,France,43,Goalkeeper,Goalkeeper,right,183.0,FR1,Olympique Marseille
28643,Romeu,2015,2672,Brazil,38,Defensive Midfield,Midfield,both,179.0,GR1,APO Levadiakos
28705,Dusan Veskovac,2016,415,Jugoslawien (SFR),37,Centre-Back,Defender,right,187.0,FR1,FC Toulouse
28809,Willo Flood,2016,370,Ireland,38,Central Midfield,Midfield,right,168.0,SC1,Aberdeen FC
28947,Gonzalo Castro,2021,10,Germany,35,Central Midfield,Midfield,right,172.0,L1,Arminia Bielefeld
29559,Guillermo Ochoa,2022,380,Mexico,37,Goalkeeper,Goalkeeper,right,183.0,IT1,US Salernitana 1919
29627,Merter Yüce,2017,20,Turkey,38,Defensive Midfield,Midfield,right,192.0,TR1,Bursaspor
29631,Ufuk Ceylan,2020,11282,Turkey,36,Goalkeeper,Goalkeeper,left,194.0,TR1,Alanyaspor
30338,Kári Árnason,2017,370,Sweden,40,Centre-Back,Defender,right,190.0,SC1,Aberdeen FC
30436,Stergos Marinos,2020,172,Greece,35,Right-Back,Defender,right,178.0,BE1,RSC Charleroi
30671,Jordan Remacle,2017,172,Belgium,36,Right Winger,Attack,right,175.0,BE1,RSC Charleroi
31111,Jordy Buijs,2015,192,Netherlands,34,Centre-Back,Defender,right,185.0,NL1,Roda JC Kerkrade
31173,Jan Rosenthal,2016,105,Germany,37,Second Striker,Attack,right,186.0,L1,SV Darmstadt 98
32441,Ferhat Cökmüs,2012,2323,Switzerland,38,Right-Back,Defender,right,180.0,TR1,Orduspor
32617,Micah Richards,2015,405,England,34,Right-Back,Defender,right,180.0,GB1,Aston Villa
33046,Cabral,2014,289,Cape Verde,34,Defensive Midfield,Midfield,right,180.0,GB1,Sunderland AFC
33349,Ferdinando Sforzini,2012,2921,Italy,38,Centre-Forward,Attack,right,194.0,IT1,Delfino Pescara 1936
33563,Carlitos,2015,47,Portugal,38,Right-Back,Defender,right,174.0,GR1,Iraklis Thessaloniki
33781,Vito Mannone,2022,1158,Italy,35,Goalkeeper,Goalkeeper,right,189.0,FR1,FC Lorient
33796,Doga Kaya,2015,820,Turkey,38,Central Midfield,Midfield,right,177.0,TR1,Genclerbirligi Ankara
34007,Nilson,2015,979,Brazil,47,Goalkeeper,Goalkeeper,right,185.0,PO1,Moreirense FC
34285,Stelios Malezas,2019,128,Greece,38,Centre-Back,Defender,right,192.0,GR1,AO Xanthi
34299,Giannis Stathis,2018,441,Greece,36,Right-Back,Defender,right,173.0,GR1,Apollon Smyrnis
34372,Landry N'Guémo,2016,19771,Cameroon,37,Defensive Midfield,Midfield,right,174.0,TR1,Akhisarspor
34512,Daniel Niculae,2012,2439,Romania,40,Centre-Forward,Attack,right,186.0,RU1,Kuban Krasnodar (-2018)
34557,Nicklas Bendtner,2019,190,Denmark,35,Centre-Forward,Attack,right,194.0,DK1,FC Copenhagen
34951,Bruno Miguel,2015,1465,Portugal,40,Centre-Back,Defender,right,188.0,PO1,GD Estoril Praia
34978,David Robertson,2012,2578,Scotland,36,Central Midfield,Midfield,right,178.0,SC1,St. Johnstone FC
35275,Serdar Kurtulus,2017,20,Turkey,35,Right-Back,Defender,right,184.0,TR1,Bursaspor
35328,Georgios Chorianopoulos,2014,28956,Greece,44,Right-Back,Defender,both,179.0,GR1,AEL Kalloni
35537,Felipe Melo,2016,46,Brazil,39,Defensive Midfield,Midfield,right,183.0,IT1,Inter Milan
35600,Miguel Flaño,2016,331,Spain,38,Centre-Back,Defender,right,177.0,ES1,CA Osasuna
35640,Javier Balboa,2014,1465,Spain,38,Right Winger,Attack,right,182.0,PO1,GD Estoril Praia
35865,Andrea Consigli,2022,6574,Italy,36,Goalkeeper,Goalkeeper,right,189.0,IT1,US Sassuolo
36227,Igor Shevchenko,2017,3729,UdSSR,38,Right Winger,Attack,right,180.0,RU1,Arsenal Tula
36237,Helgi Danielsson,2014,68608,Sweden,41,Defensive Midfield,Midfield,right,187.0,PO1,CF Os Belenenses
36861,Damien Delaney,2017,873,Ireland,41,Centre-Back,Defender,left,190.0,GB1,Crystal Palace
36934,Ivan Milosevic,2012,2477,Jugoslawien (SFR),38,Centre-Back,Defender,left,189.0,UKR1,Karpaty Lviv (-2021)
37278,Zeljko Brkic,2016,1091,Jugoslawien (SFR),36,Goalkeeper,Goalkeeper,right,198.0,GR1,PAOK Thessaloniki
37403,Roberto,2020,366,Spain,37,Goalkeeper,Goalkeeper,right,192.0,ES1,Real Valladolid CF
37579,Alexandre Pato,2016,1050,Brazil,33,Centre-Forward,Attack,right,180.0,ES1,Villarreal CF
37722,Aykut Demir,2016,2944,Netherlands,34,Centre-Back,Defender,right,182.0,TR1,Ankaraspor
37875,Antonis Rikka,2012,2441,France,37,Defensive Midfield,Midfield,both,178.0,GR1,AEK Athens
38497,Jeremain Lens,2021,114,Netherlands,35,Right Winger,Attack,right,178.0,TR1,Besiktas JK
38584,Ciro Capuano,2013,1627,Italy,41,Centre-Back,Defender,left,186.0,IT1,Catania SSD
38799,Oleg Kuzmin,2017,2698,UdSSR,42,Right-Back,Defender,right,175.0,RU1,Rubin Kazan
39125,Borna Barisic,2022,124,Croatia,30,Left-Back,Defender,left,186.0,SC1,Rangers FC
39514,Theo Robinson,2015,987,England,34,Centre-Forward,Attack,right,175.0,SC1,Motherwell FC
39799,Ivan Strinic,2018,5,Jugoslawien (SFR),35,Left-Back,Defender,left,186.0,IT1,AC Milan
39874,Mário Matos,2012,1465,Belgium,34,Goalkeeper,Goalkeeper,right,185.0,PO1,GD Estoril Praia
39917,Mamadou Samassa,2013,862,France,37,Centre-Forward,Attack,right,188.0,IT1,Chievo Verona
40428,Manuel Iturra,2018,1050,Chile,38,Defensive Midfield,Midfield,right,174.0,ES1,Villarreal CF
40613,Jack Cork,2021,1132,England,33,Defensive Midfield,Midfield,right,185.0,GB1,Burnley FC
40858,Nuno André Coelho,2018,3325,Portugal,37,Centre-Back,Defender,right,190.0,PO1,GD Chaves
40937,Elkin Soto,2015,39,Colombia,42,Central Midfield,Midfield,left,179.0,L1,1.FSV Mainz 05
41023,Dominic Maroh,2017,3,Germany,36,Centre-Back,Defender,right,186.0,L1,1.FC Köln
41112,Jose Cholevas,2020,683,Germany,38,Left-Back,Defender,left,184.0,GR1,Olympiacos Piraeus
41132,Peter Hartley,2019,987,England,35,Centre-Back,Defender,left,187.0,SC1,Motherwell FC
42060,Rafal Grzelak,2017,43,Poland,34,Centre-Back,Defender,left,187.0,SC1,Heart of Midlothian FC
42086,Timo Perthel,2013,23,Germany,34,Left-Back,Defender,left,185.0,L1,Eintracht Braunschweig
42300,Ilie Cebanu,2015,11126,UdSSR,36,Goalkeeper,Goalkeeper,right,189.0,RU1,Mordovia Saransk (-2020)
42303,Gonçalo Santos,2017,3336,Portugal,36,Defensive Midfield,Midfield,right,185.0,PO1,Desportivo Aves (- 2020)
42547,Lewis Stevenson,2022,903,Scotland,35,Left-Back,Defender,left,170.0,SC1,Hibernian FC
42624,Sergiy Davydov,2014,6414,UdSSR,38,Centre-Forward,Attack,right,181.0,UKR1,Metalist Kharkiv (- 2016)
42631,Oleksandr Goryainov,2015,6414,UdSSR,47,Goalkeeper,Goalkeeper,right,184.0,UKR1,Metalist Kharkiv (- 2016)
42714,Mehdi Carcela-González,2021,3057,Belgium,33,Right Winger,Attack,left,179.0,BE1,Standard Liège
42803,Milan Ilic,2013,6994,Jugoslawien (SFR),36,Centre-Back,Defender,right,192.0,UKR1,Metalurg Zaporizhya (-2016)
42967,Andy Driver,2015,642,England,35,Left Midfield,Midfield,left,175.0,NL1,De Graafschap Doetinchem
43055,Alisan Seker,2016,11282,Turkey,36,Goalkeeper,Goalkeeper,right,183.0,TR1,Alanyaspor
43256,Paul Baysse,2021,40,France,35,Centre-Back,Defender,right,185.0,FR1,FC Girondins Bordeaux
43266,Stephen Quinn,2014,3008,Ireland,37,Central Midfield,Midfield,left,168.0,GB1,Hull City
43734,Paul McGowan,2021,511,Scotland,35,Central Midfield,Midfield,left,171.0,SC1,Dundee FC
43982,Shlomi Arbeitman,2013,1411,Israel,38,Centre-Forward,Attack,right,184.0,BE1,RAEC Mons (- 2015)
44094,Tarmo Kink,2014,2451,UdSSR,37,Left Winger,Attack,left,183.0,SC1,Inverness Caledonian Thistle FC
44170,Zé Vítor,2012,2079,Portugal,41,Right Midfield,Midfield,left,176.0,GR1,Veria NPS
44171,Serge N'Gal,2012,2990,Cameroon,37,Right Winger,Attack,right,173.0,PO1,Académica Coimbra
44177,Rafael Bracali,2022,2503,Brazil,42,Goalkeeper,Goalkeeper,right,185.0,PO1,Boavista FC
44417,Cédric Mongongu,2016,969,Zaire,33,Centre-Back,Defender,right,189.0,FR1,Montpellier HSC
44501,Marcelo,2021,418,Brazil,35,Left-Back,Defender,left,174.0,ES1,Real Madrid
44607,Tom Mickel,2017,41,East Germany (GDR),34,Goalkeeper,Goalkeeper,right,185.0,L1,Hamburger SV
44625,Maor Melikson,2013,1423,Israel,38,Right Winger,Attack,right,175.0,FR1,Valenciennes FC
44713,Christian Clemens,2020,3,Germany,31,Right Winger,Attack,right,180.0,L1,1.FC Köln
45168,Bakaye Traoré,2015,20,France,38,Central Midfield,Midfield,right,186.0,TR1,Bursaspor
45247,Damien Perquis,2014,1162,France,37,Goalkeeper,Goalkeeper,right,186.0,FR1,SM Caen
45264,Thierry Argelier,2013,855,France,36,Centre-Back,Defender,right,183.0,FR1,EA Guingamp
45340,Alexandru Epureanu,2022,24245,UdSSR,36,Centre-Back,Defender,left,189.0,TR1,Ümraniyespor
45357,Duarte Machado,2013,68608,Portugal,40,Right-Back,Defender,right,175.0,PO1,CF Os Belenenses
45693,Glenn Murray,2019,1237,England,39,Centre-Forward,Attack,right,186.0,GB1,Brighton & Hove Albion
45986,Kingsley Onuegbu,2012,65,Nigeria,37,Centre-Forward,Attack,right,192.0,L1,SpVgg Greuther Fürth
46111,Joe Garner,2016,124,England,35,Centre-Forward,Attack,right,178.0,SC1,Rangers FC
46156,Aleksandar Kolarov,2021,46,Jugoslawien (SFR),37,Left-Back,Defender,left,187.0,IT1,Inter Milan
46205,Edin Cocalic,2020,6418,Jugoslawien (SFR),35,Centre-Back,Defender,right,190.0,GR1,Panetolikos GFS
47004,Aleksandr Dovbnya,2022,1186,UdSSR,36,Goalkeeper,Goalkeeper,right,193.0,RU1,Torpedo Moscow
47435,Andi Lila,2018,2671,Albania,37,Defensive Midfield,Midfield,right,186.0,GR1,PAS Giannina
47893,William Vainqueur,2019,415,France,34,Defensive Midfield,Midfield,right,179.0,FR1,FC Toulouse
47931,Rafinha,2015,157,Brazil,40,Centre-Back,Defender,right,184.0,BE1,KAA Gent
48526,Roman Kontsedalov,2015,2439,UdSSR,37,Central Midfield,Midfield,both,181.0,RU1,Kuban Krasnodar (-2018)
48699,Diogo Cunha,2014,979,Portugal,37,Attacking Midfield,Midfield,right,171.0,PO1,Moreirense FC
48706,Roman Bugaev,2015,2439,UdSSR,34,Left-Back,Defender,left,181.0,RU1,Kuban Krasnodar (-2018)
49032,Richard Weil,2021,79,Germany,35,Defensive Midfield,Midfield,both,183.0,L1,VfB Stuttgart
49040,Sean Clohessy,2013,2553,England,36,Right-Back,Defender,right,178.0,SC1,Kilmarnock FC
49275,Albin Ekdal,2022,3522,Sweden,33,Defensive Midfield,Midfield,right,186.0,IT1,Spezia Calcio
49641,Anthony Van Loo,2017,601,Belgium,34,Right-Back,Defender,right,176.0,BE1,KV Kortrijk
49802,Ivan Obradovic,2018,58,Jugoslawien (SFR),34,Left-Back,Defender,left,181.0,BE1,RSC Anderlecht
49928,Borislav Jovanovic,2016,4603,Jugoslawien (SFR),36,Centre-Back,Defender,right,191.0,GR1,AE Larisa
50201,Christian Benteke,2021,873,Zaire,32,Centre-Forward,Attack,right,190.0,GB1,Crystal Palace
50384,Etien Velikonja,2017,403,Jugoslawien (SFR),34,Centre-Forward,Attack,left,178.0,NL1,Willem II Tilburg
50413,Deniz Kadah,2021,2375,Turkey,37,Centre-Forward,Attack,right,188.0,TR1,Altay SK
50470,Jan Hable,2012,5219,CSSR,34,Central Midfield,Midfield,right,183.0,GR1,AOK Kerkyra
50768,Giel Deferm,2012,566,Belgium,34,Defensive Midfield,Midfield,left,180.0,BE1,Beerschot AC
51288,Khalifa Sankaré,2015,6676,Senegal,38,Centre-Back,Defender,right,190.0,GR1,Asteras Tripolis
51426,Markel Bergara,2019,3709,Spain,37,Defensive Midfield,Midfield,right,181.0,ES1,Getafe CF
51532,Kike Sola,2017,621,Spain,37,Centre-Forward,Attack,right,184.0,ES1,Athletic Bilbao
51716,Wellington Paulista,2012,379,Brazil,40,Centre-Forward,Attack,right,180.0,GB1,West Ham United
51894,Mert Günok,2022,114,Turkey,34,Goalkeeper,Goalkeeper,right,196.0,TR1,Besiktas JK
52262,Özgür Cek,2020,833,Turkey,32,Left-Back,Defender,left,174.0,TR1,Denizlispor
52506,Kristof Van Hout,2016,968,Belgium,36,Goalkeeper,Goalkeeper,right,207.0,BE1,KVC Westerlo
52530,Sven Schipplock,2020,10,Germany,34,Centre-Forward,Attack,right,186.0,L1,Arminia Bielefeld
52920,Marcelo,2021,40,Brazil,36,Centre-Back,Defender,right,191.0,FR1,FC Girondins Bordeaux
53239,Jonathan Pereira,2014,367,Spain,36,Centre-Forward,Attack,right,167.0,ES1,Rayo Vallecano
53288,Marquinho,2015,410,Brazil,36,Attacking Midfield,Midfield,left,182.0,IT1,Udinese Calcio
53350,Egor Filipenko,2022,11127,UdSSR,35,Centre-Back,Defender,right,194.0,RU1,Ural Yekaterinburg
53742,Damian Zbozien,2014,4128,Poland,34,Right-Back,Defender,right,186.0,RU1,Amkar Perm
54128,Jordan McMillan,2014,2760,Scotland,34,Right-Back,Defender,right,178.0,SC1,Partick Thistle FC
54175,Gökhan Süzen,2015,2381,Turkey,35,Left-Back,Defender,left,180.0,TR1,Sivasspor
54645,Alp Ergin,2015,2944,Turkey,36,Central Midfield,Midfield,right,182.0,TR1,Ankaraspor
54984,Diego Perotti,2021,380,Argentina,34,Left Winger,Attack,right,179.0,IT1,US Salernitana 1919
55356,Aleksey Ionov,2022,16704,UdSSR,34,Right Winger,Attack,right,177.0,RU1,FK Krasnodar
55541,Pavel Komolov,2018,3714,UdSSR,34,Central Midfield,Midfield,both,170.0,RU1,Enisey Krasnoyarsk
56628,Erik Bakker,2018,642,Netherlands,33,Central Midfield,Midfield,right,178.0,NL1,De Graafschap Doetinchem
56637,Vladimir Dyadyun,2020,3719,UdSSR,34,Centre-Forward,Attack,right,183.0,RU1,FK Khimki
